element_a,element_b,result,sources
golem,love,hug-o-tron,clones
golem,madness,precious ring bearer,clones
golem,magic,arcane golem,clones
golem,martial arts,static beast,clones
golem,medieval,gargoyle,clones
golem,metal,metal golem,clones
golem,metal,robot,little-alchemy
golem,mind control,precious ring bearer,clones
golem,miniature,gnome,clones
golem,monkey,big foot,clones
golem,monster,troll,clones
golem,moon,moon golem,clones
golem,multiples,fighting champion,clones
golem,music,war drummer,clones
golem,mutation,rock slide,clones
golem,myth,cyclops,clones
golem,parasite,crying angel,clones
golem,pirate,big mojo,clones
golem,plant,wooden golem,clones
golem,pocket pet,geode,clones
golem,poison,the ooze,clones
golem,precious ring lore,precious ring bearer,clones
golem,prehistoric,ubaid lizardman,clones
golem,psychic,fortune teller,clones
golem,radiation,the ooze,clones
golem,relic,golden construct,clones
golem,reptile,ubaid lizardman,clones
golem,robot,metal golem,clones
golem,royal game,stonescale,clones
golem,royalty,ogre princess,clones
golem,sci-fi,crying angel,clones
golem,science,frankenstein,clones
golem,shrine,stone effigy,clones
golem,sidekick,voidwalker,clones
golem,sleep,gargoyle,clones
golem,space,moon golem,clones
golem,speed,crying angel,clones
golem,spirit,fluff puff,clones
golem,steel,robot,little-alchemy
golem,story,pinocchio,little-alchemy
golem,strength,rock slide,clones
golem,superhero,rock slide,clones
golem,sweets,cookie beast,clones
golem,sword,metal golem,clones
golem,the chosen one,precious ring bearer,clones
golem,toy,nutcracker,clones
golem,tree,wooden golem,clones
golem,turkey day,plymouth rock,clones
golem,turtle,turtle golem,clones
golem,undead,zombie tank,clones
golem,underground,golden construct,clones
golem,underwater,sea giant,clones
golem,vampire,vampiric gargoyle,clones
golem,villain,titan of destruction,clones
golem,void,voidwalker,clones
golem,war,war drummer,clones
golem,water,ice golem,clones
golem,wealth,golden construct,clones
golem,weapon,precious ring,clones
golem,wind,air elemental,clones
golem,wings,gargoyle,clones
golem,wintertide,snowman,clones
golem,wizard,arcane golem,clones
golem,wizarding school,wizard giant,clones
golem,wolf,gargoyle,clones
gollum,lord of the rings,smeagol,infinite-craft
gopher,panda,badger,clones
gorilla,monkey,king kong,infinite-craft
gorilla,polar bear,yeti,clones
gorilla,time travel,caveman,infinite-craft
grains,incomplete building,granary,clones
grains,stone + stone,flour,clones
grains,stone + stone,flour (alchemy classic),clones
grains,water wheel,noria,clones
granary,noria,grain elevator,clones
grape,pressure,juice,clones
grape,wine,drunk,infinite-craft
grapes,knife,cherry,clones
graphite,tools,black lead,clones
grass,grass,hay,little-alchemy
grass,grass,seeds,clones
grass,grass,seeds (doodle god),clones
grass,house,garden,little-alchemy
grass,house,lawn,little-alchemy
grass,human,farmer,little-alchemy
grass,humus,cereals,clones
grass,imp,poison,clones
grass,lake,algae,little-alchemy
grass,lawn mower,lawn,little-alchemy
grass,livestock,cow,little-alchemy
grass,livestock,livestock,clones
grass,livestock,livestock (zed's alchemy),clones
grass,livestock,manure,clones
grass,livestock,milk,clones
grass,livestock,milk (doodle god),clones
grass,livestock,milk (zed's alchemy),clones
grass,machine,lawn mower,little-alchemy
grass,metals,vegetable waste,clones
grass,mud,swamp,little-alchemy
grass,mutating bacteria,mutating plant,clones
grass,night,carbon dioxide,little-alchemy
grass,ocean,seaweed,little-alchemy
grass,philosophers stone,flower,clones
grass,pitchfork,hay,little-alchemy
grass,plant,garden,little-alchemy
grass,pond,algae,little-alchemy
grass,pond,reed,little-alchemy
grass,puddle,reed,little-alchemy
grass,rainbow,flower,little-alchemy
grass,river,reed,little-alchemy
grass,rock,moss,little-alchemy
grass,rodent,hares,clones
grass,sandwich,picnic,little-alchemy
grass,scythe,hay,little-alchemy
grass,sea,seaweed,little-alchemy
grass,seed,flower,little-alchemy
grass,smoke,tobacco,little-alchemy
grass,smoking pipe,tobacco,clones
grass,spider,ant,little-alchemy
grass,spiders,spider web,clones
grass,spirit,absinthe,clones
grass,stone,moss,little-alchemy
grass,sun,flower,clones
grass,sun,hay,little-alchemy
grass,sun,oxygen,little-alchemy
grass,swamp,peat,clones
grass,swamp,reed,clones;little-alchemy
grass,sword,scythe,little-alchemy
grass,time,peat,little-alchemy
grass,tool,lawn mower,clones;little-alchemy
grass,trees,liana,clones
grass,vegetable,carrot,little-alchemy
grass,village,park,little-alchemy
grass,wall,fence,little-alchemy
grass,wall,ivy,little-alchemy
grass,water,algae,little-alchemy
grass,water,dew,little-alchemy
grass,water,reed,clones
grass,weapon,razorvine,clones
grass,wild animal,ant,little-alchemy
grass,work,cellulose,clones
grave,grave,graveyard,little-alchemy
grave,gravestone,grave,little-alchemy
grave,human,ghost,infinite-craft
grave,land,graveyard,little-alchemy
grave,legend,ghost,little-alchemy
grave,night,ghost,little-alchemy
grave,philosophy,death,little-alchemy
grave,rock,gravestone,little-alchemy
grave,stone,gravestone,little-alchemy
grave,story,ghost,little-alchemy
grave,time,fossil,little-alchemy
gravestone,gravestone,graveyard,little-alchemy
gravestone,land,graveyard,little-alchemy
gravestone,legend,ghost,little-alchemy
gravestone,night,ghost,little-alchemy
gravestone,story,ghost,little-alchemy
graveyard,legend,ghost,little-alchemy
graveyard,night,ghost,little-alchemy
graveyard,philosophy,death,little-alchemy
graveyard,rock,gravestone,little-alchemy
graveyard,stone,gravestone,little-alchemy
graveyard,story,ghost,little-alchemy
greece,statue,athena,clones
greed,human,gambling,clones
greed,politician,war,clones
greed,sin,envy,clones
green,mario,luigi,infinite-craft
grim reaper,human,corpse,little-alchemy
grove,hero,robin hood,clones
guitar,russia,balalaika,clones
gun,human,corpse,little-alchemy
gun,japan,shuriken,clones
gun,knife,dagger,clones
gun,man,soldier,clones
gun,mountain,avalanche,little-alchemy
gun,mountain range,avalanche,little-alchemy
gun,neptune,harpoon,clones
gun,neptune,harpoon (alchemy 1000),clones
gun,panzer,cannon,clones
gun,parachute,paratrooper,clones
gun,pirate ship,cannon,little-alchemy
gun,puddle,water gun,little-alchemy
gun,robin hood,longbow,clones
gun,sailor,pirate,little-alchemy
gun,skis,biathlon,clones
gun,star wars,blaster,clones
gun,stream,water gun,little-alchemy
gun,sword,bayonet,little-alchemy
gun,volcano,flamethrower,little-alchemy
gun,water,water gun,little-alchemy
gun,wire,stun gun,little-alchemy
gunpowder,iron,bomb,clones
gunpowder,lightning,explosion,little-alchemy
gunpowder,metal,bullet,little-alchemy
gunpowder,pipe,dynamite,little-alchemy
gunpowder,pirate ship,cannon,little-alchemy
gunpowder,rope,bickford fuse,clones
gunpowder,steel,bullet,little-alchemy
gunpowder,steel,gun,clones
gunpowder,sugar,dynamite,clones
gunpowder,tool,bullet,little-alchemy
gunpowder,weapon,firearm,clones
gunpowder,wire,dynamite,little-alchemy
hacker,hacker,idea,little-alchemy
hacker,internet,virus,clones
hacker,machine,computer,little-alchemy
hacker,medusa,statue,little-alchemy
hacker,tool,computer,little-alchemy
hacker,wire,computer,little-alchemy
halloween,halloween,cavities,clones
halloween,hammer,cavities,clones
halloween,healing,plague doctor,clones
halloween,holidays,pumpkin prince,clones
halloween,holy water,angel,clones
halloween,hopefulness,masked liberator,clones
halloween,horn,pumpkin prince,clones
halloween,horse,headless rider,clones
halloween,human,trick or treater,clones
halloween,hybrid,headless rider,clones
halloween,ice,pumpkin prince,clones
halloween,immortality,masked killer,clones
halloween,insect,black widow,clones
halloween,invention,dr. frankenstein,clones
halloween,jungle,sinister gourdling,clones
halloween,knight,haunted armor,clones
halloween,knowledge,pumpkin prince,clones
halloween,leader,pumpkin prince,clones
halloween,life,sinister gourdling,clones
halloween,love,zombie romeo,clones
halloween,madness,mr. beetleson,clones
halloween,magic,witch,clones
halloween,martial arts,kung fu zombie,clones
halloween,medieval,undead knight,clones
halloween,metal,scythe,clones
halloween,mind control,posession,clones
halloween,miniature,cavities,clones
halloween,monkey,flying monkey,clones
halloween,monster,frankenstein,clones
halloween,moon,headless rider,clones
halloween,multiples,murder of crows,clones
halloween,music,thrilling zombie,clones
halloween,mutation,flying goblin,clones
halloween,myth,headless rider,clones
halloween,parasite,vampire,clones
halloween,pirate,trick or treater,clones
halloween,plant,sinister gourdling,clones
halloween,pocket pet,specter,clones
halloween,poison,witch's brew,clones
halloween,precious ring lore,wraith,clones
halloween,prehistoric,zombiesaur,clones
halloween,psychic,ghost communicator,clones
halloween,radiation,sinister gourdling,clones
halloween,rainbow,clown,clones
halloween,relic,mask of mischief,clones
halloween,robot,robot devil,clones
halloween,rodent,chinzombie,clones
halloween,royal game,ice zombie king,clones
halloween,royalty,pumpkin prince,clones
halloween,sci-fi,robot devil,clones
halloween,science,frankenstein,clones
halloween,shrine,veined castle,clones
halloween,sidekick,igor,clones
halloween,sleep,nightmare stalker,clones
halloween,snake,gummy worm,clones
halloween,space,space ghosts,clones
halloween,speed,broomstick,clones
halloween,spirit,headless rider,clones
halloween,strength,frankenstein,clones
halloween,sun,sunflower,clones
halloween,superhero,vampire hunter,clones
halloween,sweets,trick or treater,clones
halloween,sword,scythe,clones
halloween,the chosen one,vampire assassin,clones
halloween,time,young wolf,clones
halloween,toy,puzzle cube head,clones
halloween,tree,spooky tree,clones
halloween,trident,devil,clones
halloween,turkey day,turkey zombie,clones
halloween,undead,mummy,clones
halloween,underground,tombstone,clones
halloween,vehicle,broomstick,clones
halloween,villain,headless rider,clones
halloween,void,void horror,clones
halloween,water,witch's brew,clones
halloween,weapon,scythe,clones
halloween,werewolf,young wolf,clones
halloween,wind,cursed flute,clones
halloween,wings,murder of crows,clones
halloween,wintertide,pumpkin prince,clones
halloween,wizard,necromancer,clones
halloween,wizarding school,nearly limbless larry,clones
halloween,wolf,werewolf,clones
ham,human,butcher,little-alchemy
hammer,healing,paladin,clones
hammer,hill,ore,little-alchemy
hammer,holidays,fruit cake,clones
hammer,holy water,paladin,clones
hammer,hopefulness,thor's hammer,clones
hammer,horn,ram hammer,clones
hammer,human,blacksmith,clones
hammer,hybrid,hammer sword,clones
hammer,ice,santa's helper,clones
hammer,immortality,god hammer,clones
hammer,insect,mantis shrimp,clones
hammer,invention,hephaestus,clones
hammer,knight,paladin,clones
hammer,knowledge,hephaestus,clones
hammer,leader,thor,clones
hammer,life,paladin,clones
hammer,madness,jester sidekick,clones
hammer,magic,thor's hammer,clones
hammer,medieval,paladin,clones
hammer,metal,bell,little-alchemy
hammer,metal,nail,infinite-craft
hammer,metal,sledge hammer,clones
hammer,miniature,cavities,clones
hammer,monkey,cymbal monkey,clones
hammer,monster,skull smasher,clones
hammer,mountain,ore,little-alchemy
hammer,multiples,broham,clones
hammer,music,hammer time,clones
hammer,mutation,mutant man,clones
hammer,myth,hephaestus,clones
hammer,norse god,thor,infinite-craft
hammer,parasite,cavities,clones
hammer,pirate,feisty figurehead,clones
hammer,precious ring lore,dwarf,clones
hammer,prehistoric,club,clones
hammer,relic,thor's hammer,clones
hammer,reptile,broham,clones
hammer,robot,hammertron,clones
hammer,rock,ore,little-alchemy
hammer,rodent,cat and mouse,clones
hammer,royal game,fat king,clones
hammer,royalty,thor,clones
hammer,sci-fi,unstoppable force,clones
hammer,science,blacksmith,clones
hammer,shrine,wishing mallet,clones
hammer,sidekick,jester sidekick,clones
hammer,space,god hammer,clones
hammer,speed,thor's hammer,clones
hammer,steel,bell,little-alchemy
hammer,stone,flintstone,clones
hammer,stone,ore,little-alchemy
hammer,stone,statue,little-alchemy
hammer,strength,unstoppable force,clones
hammer,sun,morning star,clones
hammer,superhero,thor,clones
hammer,sweets,cavities,clones
hammer,sword,morning star,clones
hammer,the chosen one,thor,clones
hammer,timber,nails,clones
hammer,time,hammer time,clones
hammer,toy,jester sidekick,clones
hammer,tree,club,clones
hammer,turkey day,fruit cake,clones
hammer,turtle,broham,clones
hammer,underground,dwarf,clones
hammer,underwater,hammerhead shark,clones
hammer,villain,jester sidekick,clones
hammer,war,blacksmith,clones
hammer,water,trident,clones
hammer,wealth,miner,clones
hammer,weapon,unstoppable force,clones
hammer,wind,hermes,clones
hammer,wings,flying trooper,clones
hammer,wintertide,santa's helper,clones
hammer,wizard,paladin,clones
hammer,wizarding school,magical soccer,clones
hamster,house,cage,little-alchemy
hamster,mouse,guinea pig,clones
hamster,porcupine,hedgehog,clones
hamster,rat,beaver,clones
hamster,wall,cage,little-alchemy
hard roe,human,caviar,little-alchemy
hard roe,time,fish,little-alchemy
hare,love,playboy,clones
hare,mickey mouse,bugs bunny,infinite-craft
hare,vegetables,carrots,clones
harry potter,pope,dumbledore,infinite-craft
hatchet,man,woodcutter,clones
hatchet,skeleton,bone,clones
hatchet,skeleton,bone (alchemy 1000),clones
hatchet,tree,firewood,clones
hatchet,tree,firewood (alchemy 1000),clones
hawaii,politician,obama,infinite-craft
hawk,pharaoh,horus,clones
hay,hay,hay bale,little-alchemy
hay,house,barn,little-alchemy
hay,human,scarecrow,little-alchemy
hay,livestock,horse,little-alchemy
hay,machine,hay bale,little-alchemy
hay,metal,needle,little-alchemy
hay,metal,pitchfork,little-alchemy
hay,sack,scarecrow,little-alchemy
hay,statue,scarecrow,little-alchemy
hay,steel,pitchfork,little-alchemy
hay,tool,pitchfork,little-alchemy
hay,tractor,hay bale,little-alchemy
hay,wood,broom,little-alchemy
hcl,water,hydrochloric acid,clones
head,scissors,hairstyle,clones
headphones,man,ears,clones
healing,healing,medic,clones
healing,holidays,family reunion,clones
healing,holy water,holy grail,clones
healing,hopefulness,vaccine,clones
healing,horn,horn of life,clones
healing,horse,unicorn blood,clones
healing,human,doctor,clones
healing,hybrid,dragon fairy,clones
healing,ice,ice lotus,clones
healing,immortality,sarcastic hero,clones
healing,insect,leech,clones
healing,invention,healthbot hero,clones
healing,jungle,life shroom,clones
healing,knight,paladin,clones
healing,knowledge,healthbot hero,clones
healing,leader,divine healer,clones
healing,life,fountain of youth,clones
